message_id,PICSO Lab's comment,user_query,dewey_match,response,Pitt Cyber Notes,routing,risk,risk_note,created_at,email,conversation_id,Accurate?,Notes,Expert review,SheetName,Pitt Cyber notes,bgColor
1095169,,What statewide races are happening in PA this year?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",,exact,,,2024-09-26 15:55:23 -0400,,173459.0,Yes,,,9-26-24,,FFD9EAD3
1095165,,Who is on the presidential ballot in Pennsylvania?,Who is on the presidential ballot in Pennsylvania?,"The candidates for president on the Pennsylvania ballot are Democrat Kamala Harris, Republican Donald Trump, Libertarian Chase Oliver, and Jill Stein of the Green Party.",,exact,,,2024-09-26 15:54:18 -0400,,173459.0,Yes,,,9-26-24,,FFD9EAD3
1095155,,Who are the candidates for U.S. Senate in Pennsylvania?,Who are the candidates for U.S. Senate in Pennsylvania?,"The major party candidates for U.S. Senate in Pennsylvania are incumbent Democrat Bob Casey and Republican David McCormick. The third-party candidates are Leila Hazou of the Green Party, Marty Selker of the Constitution Party, and Libertarian John C. Thomas.",,exact,,,2024-09-26 15:53:48 -0400,,173459.0,Yes,,,9-26-24,,FFD9EAD3
1094773,,where is my mail ballot,Where is my mail or absentee ballot?,"To find the status of your mail or absentee ballot in Pennsylvania, you can visit the Department of State's website and use the Ballot Tracking tool. This tool will prompt you to provide personal information, including your name, date of birth, and county, to check the status of your ballot. If you encounter any issues or have further questions, you can also contact the Department of State's hotline at 1-877-VOTESPA for assistance.",,exact,,,2024-09-26 14:26:40 -0400,,173414.0,Yes,,,9-26-24,,FFD9EAD3
1094645,,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate. ",,exact,,,2024-09-26 13:47:16 -0400,,173398.0,Yes,,,9-26-24,,FFD9EAD3
1094196,,do i need to fill in the date on my mail in ballot envelope,What date should be written on the mail ballot envelope?,"The Pennsylvania Department of State directs voters to write the current date on the voter’s declaration on the outside of the outer return envelope. In Pennsylvania, voters are required to write the date on the return envelope of their mail ballot. The date should reflect the day you are completing the ballot. Failure to date the envelope may result in the rejection of your ballot, as state law mandates this requirement. Ensure that you follow this guideline to ensure your vote is counted.",,exact,,,2024-09-26 11:56:07 -0400,,173347.0,Yes,,,9-26-24,,FFD9EAD3
1094037,,who is running,Who is running?,"There are a few major types of races happening in Pennsylvania this year: the presidential, congressional (U.S. House and Senate), row office (attorney general, auditor general, and treasurer), and legislative elections. For a list of candidates, feel free to ask about a particular race.",,exact,,,2024-09-26 11:30:22 -0400,,173332.0,Yes,"Maybe specify ""state legislative elections""?",No change,9-26-24,,FFD9EAD3
1094034,,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",,exact,,,2024-09-26 11:30:13 -0400,,173332.0,Yes,,,9-26-24,,FFD9EAD3
1093754,,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the Department of State's website.There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",,exact,,,2024-09-26 10:43:09 -0400,,173306.0,Yes,,,9-26-24,,FFD9EAD3
1093745,doesnt really answer the question. giving a link to accurate information will be better.,who is running for state house,Who is running for PA House?,"All 203 seats in the Pennsylvania House of Representatives are up for election in 2024. Our government team will closely follow the General Assembly elections, though it’ll be impossible for us to provide in-depth coverage of every race. Instead, we’ll focus on the most contested legislative races and those that carry statewide importance.",,exact,,,2024-09-26 10:42:44 -0400,,173304.0,Yes,,,9-26-24,,FFF4CCCC
1091596,,who is running for state senate,Who's running for state senate?,"Pennsylvania has 50 state Senate districts, each with its own candidates. Elections for these seats take place every even-numbered year, but not all seats are up for election at the same time. In presidential election years like 2024, senators in odd-numbered districts are on the ballot. You can use the General Assembly's Find Your Legislator tool to look up your district number using your address. Ballotpedia has published a list of state Senate candidates. It has not been independently verified by Spotlight PA.",,exact,,,2024-09-25 21:52:10 -0400,,173065.0,Yes,,,9-26-24,,FFD9EAD3
1091593,can ask the address first and give the results (if possible). Location-based query is popular. In the future version it can be developed.,who is my state representative,Who is my state representative?,"To find out who represents you, use the Pennsylvania legislature's Find Your Legislator tool. Once you input your address, the tool will provide you with the name of your current lawmakers in the state House, state Senate, U.S. House, and U.S. Senate.",,exact,,,2024-09-25 21:51:28 -0400,,173065.0,Yes,,,9-26-24,,FFFFF2CC
1091578,doesnt really answer the question. giving a link to accurate information will be better.,who is running for my state house of representatives,Who is running for PA House of Representatives?,"All 203 seats in the Pennsylvania House of Representatives are up for election in 2024. Our government team will closely follow the General Assembly elections, though it’ll be impossible for us to provide in-depth coverage of every race. Instead, we’ll focus on the most contested legislative races and those that carry statewide importance.",,exact,,,2024-09-25 21:50:50 -0400,,173065.0,Yes,,,9-26-24,,FFF4CCCC
1094198,Support the.otes to check.,Can i cure my mail in ballot,Can my mail-in ballot be cured?,Whether you can cure your mail ballot depends on where you live. Some Pennsylvania counties do some form of outreach to voters who made a mistake on their mail ballot (like failing to date the return envelope) and give them the opportunity to fix it. Other counties claim this isn’t lawful and do not allow it. Contact your county election office to learn about its policy.,,near,,,2024-09-26 11:56:27 -0400,,173347.0,,"Suggestion: Change ""Other counties claim this isn’t lawful and do not allow it."" to ""Other counties do not allow it."" (It doesn't seem like counties claim it's not lawful, since PA basically left it up to counties to decide either way) ",No change,9-26-24,,00000000
1094043,can give prompt suggestions on what types of candidates the user is asking.,who are the candidates,What are the names of the candidates?,"On the 2024 Pennsylvania ballot, voters will find candidates for president, U.S. House, and U.S. Senate. All voters will see candidates for state House, while voters in odd-numbered state Senate districts will also see candidates for that chamber. Additionally, Pennsylvania voters will see candidates for the state’s three row offices — attorney general, auditor general, and treasurer — on the ballot. You can find the candidates for most state and national offices through Spotlight PA's Election Center or your county election office.",,exact,,,2024-09-26 11:30:52 -0400,,173332.0,,"1. PA has more than three row offices, so perhaps swap ""Additionally, Pennsylvania voters will see candidates for the state’s three row offices..."" to ""Additionally, Pennsylvania voters will see candidates for three of the state’s row offices..."" 2. This response is missing the sentence seen in #1095167 (above) about local ballot measures. ",Updated,9-26-24,,FFFFF2CC
1089798,"Should have the answers or say outside of the scope. In the later case, the app should classify first whether the prompt is relevant or not.",Do any of the candidates up for election affect historical preservation in philadelphia?,What will be on my ballot in Philadelphia?,I'm checking to see if we're on the same page. Do any of these questions spark something? What will be on my ballot in Philadelphia? Who is on the presidential ballot in Pennsylvania? How do third-party candidates impact close races in Pennsylvania?,,suggestion,,,2024-09-25 16:10:42 -0400,,172866.0,,Third suggested question doesn't appear relevant,Good - unfortunately we don't have much control here,9-25-24,,FFF4CCCC
1089552,,What are you doing to protect polling places,What are the rules around polling place conduct?,I'm checking to see if we're on the same page. Do any of these questions spark something? What are the rules around polling place conduct? What is being done by the state to counter voter suppression? Are poll watchers allowed in polling places?,,suggestion,,,2024-09-25 15:27:49 -0400,,172837.0,,,Good,9-25-24,,FFD9EAD3
1088382,"Should have the answer directly or say outside of the scope, although I think some of the suggestions are related.",How are ballots certified in Pennsylvania,How are Pennsylvania electoral votes verified?,I'm checking to see if we're on the same page. Do any of these questions spark something? How are Pennsylvania electoral votes verified? How do elections work in Pennsylvania? What is the process for requesting a mail-in ballot in Pennsylvania?,,suggestion,,,2024-09-25 11:18:23 -0400,,172702.0,,,Good - CB added question,9-25-24,,FFF4CCCC
1088378,should have the answer,Are Pennsylvania electorates legally obligated to vote for candidates with most popular votes,How do elections work in Pennsylvania?,I'm checking to see if we're on the same page. Do any of these questions spark something? How do elections work in Pennsylvania? What are the legal repercussions faced by Pennsylvania's alternate electors in 2020? Can felons vote in PA elections?,,suggestion,,,2024-09-25 11:16:54 -0400,,172702.0,,,Good - CB added question,9-25-24,,FFF4CCCC
1087537,should have the answer even though just saying that we are impartial. or just answer with the general views of democrats but also say that different candidates can have different views.,Why should I support democrats?,Why should I vote?,"I'm checking to see if we're on the same page. Do any of these questions spark something? Why should I vote? I'm a Democrat, but I want to vote for a Republican. Can I? How can I help candidates I support?",,suggestion,,,2024-09-25 07:18:55 -0400,,172596.0,,Maybe add: I'm a Republican but I want to vote for a Democrat. Can I? ,Good - CB added question and copied answer from Democrat question.,9-25-24,,FFF4CCCC
1087388,the suggestions don't match the question.,Who has endorsed democratic candidate in the 160th Elizabeth Moro,Who has endorsed Malcolm Kenyatta?,Let's make sure you get the resources you need. Do one of these questions resonate? Who has endorsed Malcolm Kenyatta? Who has endorsed Erin McClelland? Who has endorsed Eugene DePasquale?,,suggestion,,,2024-09-25 06:34:10 -0400,,172577.0,,Ibid. (see below),Good - unfortunately we don't have much control here,9-25-24,,FFFFF2CC
1087386,the suggestions don't match the question.,Who has endorsed Elizabeth Moro,Who has endorsed Erin McClelland?,I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord? Who has endorsed Erin McClelland? Who has endorsed Tim DeFoor? Who has endorsed Stacy Garrity?,,suggestion,,,2024-09-25 06:33:28 -0400,,172577.0,,Missing relevant question prompt re: Elizabeth Moro here,Good - unfortunately we don't have much control here,9-25-24,,FFFFF2CC
1087379,"the suggestions don't match the question. additionally, when it's available, we can give them the link to a website providing current voting counts to show who are leading (like when the counting has started).",How are Elizabeth Moro’s chances to win against Craig Williams in the 160th district,Who will win the congressional race?,I'm checking to see if we're on the same page. Do any of these questions spark something? Who is running in the congressional election? Who has endorsed Craig Williams? Who is running for PA House of Representatives?,,suggestion,,,2024-09-25 06:32:47 -0400,,172577.0,,Noting that there's a suggested question re: Craig Williams but not Elizabeth Moro,Moving Craig Williams questions back to review,9-25-24,,FFFFF2CC
1084916,,how many ballots have been requested so far in 2024 general election,How many ballots were rejected in the 2024 primary election due to date issues?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for a future reporting.,,no_match,,,2024-09-24 18:03:19 -0400,,172325.0,,"Suggestion: delete ""a"" before ""future"" here: ""I'll pass the question on to the Spotlight PA team as a topic for a future reporting.""",Good - noted for Dewey,9-25-24,,FFD9EAD3
1088384,"OK, but the answer can still be developed.",How are Pennsylvania electoral votes verified?,How are Pennsylvania electoral votes verified?,Spotlight PA does not have the information to answer this question. Please contact the Department of State at ST-VoterReg@pa.gov or 1-877-VOTESPA.,,exact,,,2024-09-25 11:18:32 -0400,,172702.0,No,The email I'm seeing is ra-voterreg@pa.gov (see here: https://www.pa.gov/en/agencies/vote/contact-us.html and here https://www.pa.gov/en/services/vote/register-to-vote.html) ,CB updated answer (and others with this email) and also made those quesetions not visible.,9-25-24,,FFFFF2CC
1087567,agree with the notes,When are mail-in ballots being sent out?,When will mail ballots be sent out?,"Most counties in Pennsylvania begin mailing out mail ballots approximately 50 days before an election. Secretary of the Commonwealth Al Schmidt certified the official list of candidates on Sept. 16. That means counties can prepare ballots to be printed and begin sending them to voters. Check ballot availability here. If you have not received your ballot within a reasonable timeframe, it is advisable to contact your county election office for assistance.",,exact,,,2024-09-25 07:32:50 -0400,,172600.0,See notes,"Given that most counties do not have ballots prepared, it doesn't seem accurate to say that ""most counties in Pennsylvania begin mailing out mail ballots approximately 50 days before an election""",Flagged for Hughes // deleted first sentence,9-25-24,,FFB4A7D6
1087535,agree with the notes,When will I get my mail ballot?,When should I expect to receive my mail-in ballot?,"Most counties in Pennsylvania begin mailing out mail ballots approximately 50 days before an election. Secretary of the Commonwealth Al Schmidt certified the official list of candidates on Sept. 16. That means counties can prepare ballots to be printed and begin sending them to voters. Check ballot availability here. If you have not received your ballot within a reasonable timeframe, it is advisable to contact your county election office for assistance.",,exact,,,2024-09-25 07:18:02 -0400,,172596.0,See notes,"Given that most counties do not have ballots prepared, it doesn't seem accurate to say that ""most counties in Pennsylvania begin mailing out mail ballots approximately 50 days before an election""",Flagged for Hughes,9-25-24,,FFB4A7D6
1089803,,What will be on my ballot in Philadelphia County?,What will be on my ballot in Philadelphia County?,"What will be on the ballot depends on where you live. Some counties provide a sample ballot online. To confirm, you can check the Philadelphia County website.",,exact,,,2024-09-25 16:11:29 -0400,,172866.0,Yes,Ibid. (see note below),Flagged for EE & SH // updated with Spotlight sample ballot,9-25-24,,FFD9EAD3
1089800,,What will be on my ballot in Philadelphia?,What will be on my ballot in Philadelphia?,"What will be on the ballot depends on where you live. Some counties provide a sample ballot online. To confirm, you can check the Philadelphia County website.",,exact,,,2024-09-25 16:10:51 -0400,,172866.0,Yes,Suggestion: Link to this more specific election-related Philly website instead: https://vote.phila.gov/,Flagged for EE & SH // updated with Spotlight sample ballot,9-25-24,,FFD9EAD3
1089556,,What is being done by the state to counter voter suppression?,What is being done by the state to counter voter suppression?,"State and federal laws prohibit discriminatory conduct and voter intimidation, with penalties for those who violate these laws. Officials urge voters to report instances of voter intimidation to their county board of elections, the district attorney, and the Department of State at 1-877-VOTESPA. These entities are responsible for investigating and prosecuting any alleged violations of the Election Code, with the Office of Attorney General also having authority to address voter intimidation.",,exact,,,2024-09-25 15:27:59 -0400,,172837.0,Yes,,Good,9-25-24,,FFD9EAD3
1089202,,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the Department of State's website.There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",,exact,,,2024-09-25 14:34:44 -0400,,172804.0,Yes,,Good,9-25-24,,FFD9EAD3
1088402,the answer doesnt give the brief bios as requested. Suggested to give a reference link as well.,Who is running for the US Senate?  Give me brief bios of each candidate.,Who is running for US Senate?,"In Pennsylvania, incumbent Democratic U.S. Sen. Bob Casey will face Republican Dave McCormick, Leila Hazou of the Green Party, Marty Selker of the Constitution Party, and John C. Thomas of the Libertarian Party. Please check back as we will be publishing a candidate guide for the U.S. Senate race leading up to the general election.",,exact,,,2024-09-25 11:23:07 -0400,,172701.0,Yes,"Re: the last sentence, is this the guide? : https://www.spotlightpa.org/news/2024/09/pennsylvania-election-2024-us-senate-candidates-bob-casey-dave-mccormick-third-parties/",Good catch! CB updated,9-25-24,,FFFFF2CC
1088400,,What are the key state races in PA this cycle?,What are the key races happening in Pennsylvania this election year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer).In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",,exact,,,2024-09-25 11:22:42 -0400,,172701.0,Yes,,Good,9-25-24,,FFD9EAD3
1088380,,How do elections work in Pennsylvania?,How do elections work in Pennsylvania?,"In Pennsylvania, general elections are  always held on the first Tuesday, after the first Monday, in November. These elections include federal, state, and local officials, such as U.S. senators, U.S. representatives to Congress, the governor, and local judges. Primary elections, which occur in the spring, determine the major political party's candidates for the general election. Additionally, special elections are held to replace officials who can no longer serve. The state's election administration involves a three-tiered system comprising the Department of State, county-level officials, and poll workers who collectively safeguard against fraud. State laws and legal precedent set overarching rules for elections, while each county can establish specific policies. ",,exact,,,2024-09-25 11:17:13 -0400,,172702.0,Yes,,Good,9-25-24,,FFD9EAD3
1088373,,Is electoral college obligated to vote for majority leading candidate,What are the key responsibilities of presidential electors?,"In most cases, presidential electors are expected to vote for the candidate who wins the popular vote in their state. However, the specific rules governing electors vary by state. Some states have laws that bind electors to vote according to the popular vote, while others do not. In Pennsylvania, the electors for the winning candidate are authorized to cast their votes in the Electoral College. If you need further details about the rules in a specific state, please refer to that state's election regulations.",,near,4.0,"The output is mostly accurate and aligns well with the provided context. It correctly states that electors are expected to vote for the candidate who wins the popular vote in their state and mentions that some states have laws binding electors to the popular vote. However, it does not explicitly mention that the winning candidate's electors are authorized by the governor to cast their votes, which is a minor omission. Overall, the information is highly accurate with only minor omissions.",2024-09-25 11:14:17 -0400,,172702.0,Yes,"""In most cases"" is vague in this case-- perhaps ""in most states""? Or just cut ""In most cases""? Based on Spotlight reporting, in PA (and all but two states) ""electors are selected in a “winner-take-all” system, whereby the candidate who wins the popular vote gets all the electoral votes"". The caveat is that ""Pennsylvania state code doesn’t say anything about so-called “faithless electors,” or electors who cast a vote for a candidate other than the one who won the state popular vote. "" https://www.spotlightpa.org/news/2020/11/pennsylvania-election-2020-electors-who-are-they-faithless-legislature/",Good - flagged for Hughes // updated,9-25-24,,00000000
1088364,,Who is running for attorney general?,Who is running for attorney general?,"In the upcoming election for Pennsylvania attorney general, Democrat Eugene DePasquale and Republican Dave Sunday will face third-party candidates Robert Cowburn of the Libertarian Party, Justin Magill of the Constitution Party, Eric Settle of the Forward Party, and Richard Weiss of the Green Party.",,exact,,,2024-09-25 11:11:14 -0400,,172701.0,Yes,,Good,9-25-24,,FFD9EAD3
1087541,,"I'm a Democrat, but I want to vote for a Republican. Can I?","I'm a Democrat, but I want to vote for a Republican. Can I?","In Pennsylvania, registered voters may vote for candidates from any party in a general election, regardless of their party affiliation. This means that as a Democrat, you can choose to vote for Republican candidates in the general election. However, this does not apply to primary elections.",,exact,,,2024-09-25 07:19:33 -0400,,172596.0,Yes,,Good,9-25-24,,FFD9EAD3
1087539,,Why should I vote?,Why should I vote?,"Voting is essential for shaping the direction of our communities and our state. By participating in the democratic process, you can have a direct impact on the policies and leaders that will govern our society. Your vote is an important way to ensure that your voice is heard and that the issues you care about are represented in our government.",,exact,,,2024-09-25 07:19:17 -0400,,172596.0,Yes,,Good,9-25-24,,FFD9EAD3
1087390,,Who has endorsed Malcolm Kenyatta?,Who has endorsed Malcolm Kenyatta?,"Malcolm Kenyatta has received endorsements from a variety of organizations and individuals, including the Pennsylvania Democratic Party; unions including the state chapter of the American Federation of Teachers and the Pennsylvania State Building and Construction Trades Council; the Working Families Party; Pittsburgh Mayor Ed Gainey; seven members of Pennsylvania’s congressional delegation; and members of the state legislature, including House Speaker Joanna McClinton of Philadelphia.",,exact,,,2024-09-25 06:34:20 -0400,,172577.0,Yes,,Good,9-25-24,,FFD9EAD3
1087384,,Who has endorsed Craig Williams?,Who has endorsed Craig Williams?,In the Republican Attorney General primary Craig Williams was endorsed by state House Republican lawmakers including Minority Leader Bryan Cutler.,,exact,,,2024-09-25 06:33:00 -0400,,172577.0,Yes,"Accurate, but Williams is now running for re-election as state rep. ",Moving Craig Williams questions back to review,9-25-24,,FFD9EAD3
1083638,,What are the key races happening in Pennsylvania this election year?,What are the key races happening in Pennsylvania this election year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",,exact,,,2024-09-24 13:37:47 -0400,,172186.0,Yes,,Good,9-25-24,,FFD9EAD3
1083636,the suggestions or the answer could be more specific to district 7th.,What is the status of the PA-7 race?,What are the key races happening in Pennsylvania this election year?,Let's make sure you get the resources you need. Do one of these questions resonate? What are the key races happening in Pennsylvania this election year? What statewide races are happening in PA this year? What are the main issues in the Pennsylvania Senate race?,,suggestion,,,2024-09-24 13:37:37 -0400,,172186.0,,,Good - although maybe a reminder to program in some responses to specific congressional races that explain why we don't have an answer,9-24-24,,FFFFF2CC
1083594,the suggestions could be more specific to district 6th.,district 6,What is my legislative district?,"I can definitely help you explore that topic! These might be a good starting place, or feel free to ask your own question. What is my legislative district? How do I know what district I'm in? How many state house seats are there?",,,,,2024-09-24 13:21:08 -0400,,172182.0,,,Good,9-24-24,,FFFFF2CC
1083305,should have the answer even saying that it's not covered in current scope. but the answer is OK enough.,Who is running for mayor in Pittsburgh,Who is running for PA Senate?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for a future reporting.,,no_match,,,2024-09-24 12:15:50 -0400,,172149.0,,"Suggestion: delete ""a"" before ""future"" here: ""I'll pass the question on to the Spotlight PA team as a topic for a future reporting.""",Good - noted for Dewey,9-24-24,,FFF4CCCC
1083305,should have the answer even saying that it's not covered in current scope. but the answer is OK enough.,Who is running for mayor in Pittsburgh,Who is running for treasurer in PA?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for a future reporting.,,no_match,,,2024-09-24 12:15:50 -0400,,172149.0,,Ibid. (see above),Good - noted for Dewey,9-24-24,,FFF4CCCC
1082984,should have the answer or give suggested questions related to susan wilds.,What is susan wilds platform,What are the key goals of Erin McClelland's campaign?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for a future reporting.,,no_match,,,2024-09-24 11:11:03 -0400,,172111.0,,"Suggestion: delete ""a"" before ""future"" here: ""I'll pass the question on to the Spotlight PA team as a topic for a future reporting.""",Good - noted for Dewey,9-24-24,,FFF4CCCC
1082984,should have the answer or give suggested questions related to susan wilds.,What is susan wilds platform,Who is running for PA Senate?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for a future reporting.,,no_match,,,2024-09-24 11:11:03 -0400,,172111.0,,Ibid. (see above) ,Good - although maybe a reminder to program in some responses to specific congressional races that explain why we don't have an answer,9-24-24,,FFF4CCCC
1079905,"can say that it's not covered in current scope (not relevant). In this case, the app should classify first whether the prompt is relevant or not.
",Who is running for school board in Pittsburg?,Who are the candidates for PA attorney general?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for a future reporting.,,no_match,,,2024-09-23 20:39:10 -0400,,171767.0,,"Suggestion: delete ""a"" before ""future"" here: ""I'll pass the question on to the Spotlight PA team as a topic for a future reporting.""",Good - noted for Dewey,9-24-24,,FFFFF2CC
1079905,"can say that it's not covered in current scope (not relevant). In this case, the app should classify first whether the prompt is relevant or not.
",Who is running for school board in Pittsburg?,Who is running for PA Senate?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for a future reporting.,,no_match,,,2024-09-23 20:39:10 -0400,,171767.0,,Ibid. (see above) ,Good - noted for Dewey,9-24-24,,FFFFF2CC
1079889,supporting the expert review.,Who is running for us sentate,Who is running for PA Senate?,"Pennsylvania has 50 state Senate districts, each with its own candidates. Elections for these seats take place every even-numbered year, but not all seats are up for election at the same time. In presidential election years like 2024, senators in odd-numbered districts are on the ballot. You can use the General Assembly's Find Your Legislator tool to look up your district number using your address. Ballotpedia has published a list of state Senate candidates. It has not been independently verified by Spotlight PA.",,exact,,,2024-09-23 20:37:49 -0400,,171767.0,,"Question asked about US Senate, not State Senate",Flagged for Dewey - we already have US Senate questions in the system that should have been used,9-24-24,,FFD9D2E9
1082990,supporting the expert review.,Which congressional candidate do I vote for in 18062,Who is running in the congressional election?,"To find out which congressional candidate you can vote for in the 18062 area, you should use the Pennsylvania legislature's Find Your Legislator tool. By inputting your address, the tool will provide you with the name of your current U.S. House representative and the candidates running in your district.",,near,5.0,"The output is fully validated by the context. It accurately directs the user to use the Pennsylvania legislature's Find Your Legislator tool to determine the congressional candidates for their specific area, which aligns perfectly with the provided context. There are no notable additions, omissions, or inaccuracies.",2024-09-24 11:11:25 -0400,,172111.0,No,"The linked tool doesn't provide ""the candidates running in your district."" It just shows you your current reps. ",Updated,9-24-24,,00000000
1082978,,Who are the 3rd parry cantodates for senate,Who are the third-party candidates for Pennsylvania Treasurer?,"The third-party candidates for U.S. Senate in Pennsylvania are John Thomas of the Libertarian Party, Leila Hazou of the Green Party, and Bernard Selker of the Constitution Party. Note that Bernard Selker's candidacy was being challenged as of Aug. 23.",,near,5.0,"The output is fully validated by the context. It accurately lists the third-party candidates for U.S. Senate in Pennsylvania, including the note about Bernard Selker's candidacy being challenged as of Aug. 23. There are no notable additions, omissions, or inaccuracies.",2024-09-24 11:10:18 -0400,,172111.0,See notes,"First, what is the logic behind the order here? Second, I would suggest including ""on the ballot"" somewhere, since there are two other write-in third party candidates. Third, I would swap ""Bernard"" to ""Marty"" or to ""Bernard (Marty)"", as he is listed here (https://www.spotlightpa.org/news/2024/09/pennsylvania-election-2024-us-senate-candidates-bob-casey-dave-mccormick-third-parties/) and here (https://ballotpedia.org/Marty_Selker). Finally, I see this document re: the challenged candidacy (https://www.pacourts.us/assets/opinions/Commonwealth/out/382MD24_9-19-24.pdf?cb=1) but I don't see much in the news-- is this still relevant? ",Flagged for Hughes // updated,9-24-24,,00000000
1082978,,Who are the 3rd parry cantodates for senate,"Who are the third-party candidates running for president, U.S. Senate, and statewide offices in Pennsylvania?","The third-party candidates for U.S. Senate in Pennsylvania are John Thomas of the Libertarian Party, Leila Hazou of the Green Party, and Bernard Selker of the Constitution Party. Note that Bernard Selker's candidacy was being challenged as of Aug. 23.",,near,5.0,"The output is fully validated by the context. It accurately lists the third-party candidates for U.S. Senate in Pennsylvania, including the note about Bernard Selker's candidacy being challenged as of Aug. 23. There are no notable additions, omissions, or inaccuracies.",2024-09-24 11:10:18 -0400,,172111.0,See notes,Ibid. (see above) ,Flagged for Hughes // updated,9-24-24,,00000000
1082965,Suporting the notes.,Which candidates oppose abortion rights,Which attorney general candidate is pro life?,"Republican attorney general candidate Dave Sunday has not publicly expressed whether or not he supports abortion access, according to a Spotlight PA review of interviews and debates. During a pre-primary debate, he stated that he does not believe the state constitution guarantees a right to abortion access, arguing that decision belongs to the legislature. For the most accurate and up-to-date information on other candidates' positions, we recommend checking their official campaign websites or public statements.",,near,3.0,"The output aligns with the provided context in that it correctly identifies Republican attorney general candidate Dave Sunday's stance on abortion rights. However, it omits the information about Democratic candidate Eugene DePasquale's support for abortion access. Additionally, the output includes a recommendation to check official campaign websites for more information, which is an addition not present in the context.",2024-09-24 11:09:45 -0400,,172111.0,See notes,"The question didn't specify that they were seeking for a response re: attorney general candidates. Trump's stance on abortion, for example, might have been raised here, but instead the response arbitrarily focused on Dave Sunday. Additionally, I just want to make sure the end of the first sentence here (""according to a Spotlight PA review of interviews and debates"") is accurate? ",Flagged for Hughes,9-24-24,,00000000
1082963,"the answer can be devoped from the current information, although the answer still OK.",What are the candidates in Lower maxungie,What are the names of the candidates?,"I'm sorry, I don't have specific information on the candidates for Lower Macungie. For detailed information on the candidates in your area, we recommend checking Spotlight PA's sample ballot or Election Center, or contacting your county election office.",,near,5.0,"The output is fully validated by the context. It accurately states that there is no specific information on the candidates for Lower Macungie and provides appropriate resources for finding detailed information, which aligns with the context provided. There are no notable additions, omissions, or inaccuracies.",2024-09-24 11:09:22 -0400,,172111.0,See notes,"Should this say ""Spotlight PA's sample ballot""? Or ""your county's sample ballot?""","Good - CB updated the answer to ""What are the names of the candidates""",9-24-24,,00000000
1083638,,What are the key races happening in Pennsylvania this election year?,What are the key races happening in Pennsylvania this election year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",,exact,,,2024-09-24 13:37:47 -0400,,172186.0,Yes,,Good,9-24-24,,FFD9EAD3
1083630,,What is the status of the PA-7  race,Who will win the PA House race?,"Spotlight PA does not speculate on election outcomes. Our team provides factual information about candidates, their positions, and the dynamics of the races. We encourage voters to research the candidates, their platforms, and voting records to make informed decisions. For the most current updates on the PA-7 race, please refer to official election resources or trusted news outlets.",,near,5.0,"The output is fully validated by the context. It accurately reflects the stance of Spotlight PA on not speculating on election outcomes and encourages voters to research candidates. There are no notable additions, omissions, or inaccuracies.",2024-09-24 13:36:39 -0400,,172184.0,Yes,,Good,9-24-24,,00000000
